이름,추천수,별점수,총화수,요일,1화링크,상세페이지 URL,장르모음,웹툰보는곳
랭커,32,2.5,44,월요일,https://newtoki307.com/webtoon/24564026?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24563741/%EB%9E%AD%EC%BB%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,액션,
마이너스의 손,11,4.5,123,월요일,https://newtoki307.com/webtoon/4600?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/216/%EB%A7%88%EC%9D%B4%EB%84%88%EC%8A%A4%EC%9D%98-%EC%86%90?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"일상,한국",
헬크래프트,28,3.5,53,월요일,https://newtoki307.com/webtoon/23819361?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/23819019/%ED%97%AC%ED%81%AC%EB%9E%98%ED%94%84%ED%8A%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
장씨세가 호위무사,361,3.5,231,월요일,https://newtoki307.com/webtoon/271420?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/271411/%EC%9E%A5%EC%94%A8%EC%84%B8%EA%B0%80-%ED%98%B8%EC%9C%84%EB%AC%B4%EC%82%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,무협,한국",
뷰티풀 군바리,200,4.5,398,월요일,https://newtoki307.com/webtoon/5626?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/238/%EB%B7%B0%ED%8B%B0%ED%92%80-%EA%B5%B0%EB%B0%94%EB%A6%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"일상,한국",
신화급 귀속 아이템을 손에 넣었다,497,3.5,72,월요일,https://newtoki307.com/webtoon/22055922?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/22055799/%EC%8B%A0%ED%99%94%EA%B8%89-%EA%B7%80%EC%86%8D-%EC%95%84%EC%9D%B4%ED%85%9C%EC%9D%84-%EC%86%90%EC%97%90-%EB%84%A3%EC%97%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
쥴리에타의 드레스 업,31,2.5,20,월요일,https://newtoki307.com/webtoon/27973944?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27973359/%EC%A5%B4%EB%A6%AC%EC%97%90%ED%83%80%EC%9D%98-%EB%93%9C%EB%A0%88%EC%8A%A4-%EC%97%85?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
막장드라마의 제왕,171,4.5,103,월요일,https://newtoki307.com/webtoon/16391082?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16390167/%EB%A7%89%EC%9E%A5%EB%93%9C%EB%9D%BC%EB%A7%88%EC%9D%98-%EC%A0%9C%EC%99%95?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,드라마",
인섹터,38,4.5,46,월요일,https://newtoki307.com/webtoon/24565457?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24565247/%EC%9D%B8%EC%84%B9%ED%84%B0?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
스텔라를 위하여,44,2.5,87,월요일,https://newtoki307.com/webtoon/14414845?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/14414791/%EC%8A%A4%ED%85%94%EB%9D%BC%EB%A5%BC-%EC%9C%84%ED%95%98%EC%97%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
오직 그대의 안녕을 위하여,16,2.5,62,월요일,https://newtoki307.com/webtoon/24955316?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/24954527/%EC%98%A4%EC%A7%81-%EA%B7%B8%EB%8C%80%EC%9D%98-%EC%95%88%EB%85%95%EC%9D%84-%EC%9C%84%ED%95%98%EC%97%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
황금빛 여명이 너를 비추리,65,2.5,71,월요일,https://newtoki307.com/webtoon/18490377?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18490335/%ED%99%A9%EA%B8%88%EB%B9%9B-%EC%97%AC%EB%AA%85%EC%9D%B4-%EB%84%88%EB%A5%BC-%EB%B9%84%EC%B6%94%EB%A6%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마",
대공과 후작 사이에 친구가 어디 있어?,46,3.5,52,월요일,https://newtoki307.com/webtoon/22839936?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/22839747/%EB%8C%80%EA%B3%B5%EA%B3%BC-%ED%9B%84%EC%9E%91-%EC%82%AC%EC%9D%B4%EC%97%90-%EC%B9%9C%EA%B5%AC%EA%B0%80-%EC%96%B4%EB%94%94-%EC%9E%88%EC%96%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
이스닐다,19,2.5,76,월요일,https://newtoki307.com/webtoon/20664033?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20663940/%EC%9D%B4%EC%8A%A4%EB%8B%90%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
더는 싫었다,43,2.5,31,월요일,https://newtoki307.com/webtoon/28551912?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28523565/%EB%8D%94%EB%8A%94-%EC%8B%AB%EC%97%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
딜레탕트,27,2.5,34,월요일,https://newtoki307.com/webtoon/25731434?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25730591/%EB%94%9C%EB%A0%88%ED%83%95%ED%8A%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"로맨스,드라마",
"공작님, 우리 목욕합시다!",57,4.5,30,월요일,https://newtoki307.com/webtoon/28109532?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/28086591/%EA%B3%B5%EC%9E%91%EB%8B%98-%EC%9A%B0%EB%A6%AC-%EB%AA%A9%EC%9A%95%ED%95%A9%EC%8B%9C%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
퀘스트 지상 최고의 산적,28,3.5,222,월요일,https://newtoki307.com/webtoon/15435136?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15433234/%ED%80%98%EC%8A%A4%ED%8A%B8-%EC%A7%80%EC%83%81-%EC%B5%9C%EA%B3%A0%EC%9D%98-%EC%82%B0%EC%A0%81?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
왕위 계승자 때려치겠습니다,22,1.5,148,월요일,https://newtoki307.com/webtoon/16536093?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16535799/%EC%99%95%EC%9C%84-%EA%B3%84%EC%8A%B9%EC%9E%90-%EB%95%8C%EB%A0%A4%EC%B9%98%EA%B2%A0%EC%8A%B5%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
전설 헌터로 키워지는 중입니다,57,2.5,156,월요일,https://newtoki307.com/webtoon/20955582?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20894166/%EC%A0%84%EC%84%A4-%ED%97%8C%ED%84%B0%EB%A1%9C-%ED%82%A4%EC%9B%8C%EC%A7%80%EB%8A%94-%EC%A4%91%EC%9E%85%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
신혼무제,25,4.0,166,월요일,https://newtoki307.com/webtoon/14443168?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/14441578/%EC%8B%A0%ED%98%BC%EB%AC%B4%EC%A0%9C?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협,중국",
천도 도서관,42,3.5,266,월요일,https://newtoki307.com/webtoon/15298402?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15296785/%EC%B2%9C%EB%8F%84-%EB%8F%84%EC%84%9C%EA%B4%80?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
어웨이크닝: 회귀 플레이어,73,3.0,134,월요일,https://newtoki307.com/webtoon/18280569?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/18278565/%EC%96%B4%EC%9B%A8%EC%9D%B4%ED%81%AC%EB%8B%9D-%ED%9A%8C%EA%B7%80-%ED%94%8C%EB%A0%88%EC%9D%B4%EC%96%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
링 오브 가디언,19,1.5,326,월요일,https://newtoki307.com/webtoon/14704519?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/14703934/%EB%A7%81-%EC%98%A4%EB%B8%8C-%EA%B0%80%EB%94%94%EC%96%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,중국",
서브 남주가 파업하면 생기는 일,55,2.5,40,월요일,https://newtoki307.com/webtoon/25340261?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25339589/%EC%84%9C%EB%B8%8C-%EB%82%A8%EC%A3%BC%EA%B0%80-%ED%8C%8C%EC%97%85%ED%95%98%EB%A9%B4-%EC%83%9D%EA%B8%B0%EB%8A%94-%EC%9D%BC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
악녀교실,2,3.5,5,월요일,https://newtoki307.com/webtoon/30620157?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/30619921/%EC%95%85%EB%85%80%EA%B5%90%EC%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
물어보는 사이,25,3.5,109,월요일,https://newtoki307.com/webtoon/16136793?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16136757/%EB%AC%BC%EC%96%B4%EB%B3%B4%EB%8A%94-%EC%82%AC%EC%9D%B4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
개같이 탈출,5,5.0,3,월요일,https://newtoki307.com/webtoon/31207009?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31205037/%EA%B0%9C%EA%B0%99%EC%9D%B4-%ED%83%88%EC%B6%9C?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"개그,일상",
나 없는 단톡방,19,4.5,31,월요일,https://newtoki307.com/webtoon/27173933?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27173804/%EB%82%98-%EC%97%86%EB%8A%94-%EB%8B%A8%ED%86%A1%EB%B0%A9?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"미스터리,드라마",
신의탑,342,2.5,598,월요일,https://newtoki307.com/webtoon/31255?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/368/%EC%8B%A0%EC%9D%98%ED%83%91?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
참교육,325,4.5,126,월요일,https://newtoki307.com/webtoon/9113602?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/9113116/%EC%B0%B8%EA%B5%90%EC%9C%A1?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
퀘스트지상주의,231,2.5,103,월요일,https://newtoki307.com/webtoon/17490702?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/17474250/%ED%80%98%EC%8A%A4%ED%8A%B8%EC%A7%80%EC%83%81%EC%A3%BC%EC%9D%98?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,드라마,한국",
어느날 짝남에게 공작님이 빙의했다,3,3.5,1,월요일,https://newtoki307.com/webtoon/31399113?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/31398653/%EC%96%B4%EB%8A%90%EB%82%A0-%EC%A7%9D%EB%82%A8%EC%97%90%EA%B2%8C-%EA%B3%B5%EC%9E%91%EB%8B%98%EC%9D%B4-%EB%B9%99%EC%9D%98%ED%96%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
다시 한번 아이돌,61,2.5,110,월요일,https://newtoki307.com/webtoon/15913452?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/15912570/%EB%8B%A4%EC%8B%9C-%ED%95%9C%EB%B2%88-%EC%95%84%EC%9D%B4%EB%8F%8C?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,드라마,한국",
"남편은 됐고, 돈이나 벌렵니다",186,3.5,51,월요일,https://newtoki307.com/webtoon/23164116?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/23163552/%EB%82%A8%ED%8E%B8%EC%9D%80-%EB%90%90%EA%B3%A0-%EB%8F%88%EC%9D%B4%EB%82%98-%EB%B2%8C%EB%A0%B5%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
철벽의 영애,11,1.5,28,월요일,https://newtoki307.com/webtoon/29833537?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29786082/%EC%B2%A0%EB%B2%BD%EC%9D%98-%EC%98%81%EC%95%A0?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
샤크 와이번,15,3.5,19,월요일,https://newtoki307.com/webtoon/29951757?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/29948712/%EC%83%A4%ED%81%AC-%EC%99%80%EC%9D%B4%EB%B2%88?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,액션,
더 라이브,339,3.5,168,월요일,https://newtoki307.com/webtoon/1341194?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1341154/%EB%8D%94-%EB%9D%BC%EC%9D%B4%EB%B8%8C?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
혼자 레벨업 합니다,193,2.5,139,월요일,https://newtoki307.com/webtoon/8910691?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/8910571/%ED%98%BC%EC%9E%90-%EB%A0%88%EB%B2%A8%EC%97%85-%ED%95%A9%EB%8B%88%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
발푸르기스의 너머,8,3.0,22,월요일,https://newtoki307.com/webtoon/27843630?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/27843177/%EB%B0%9C%ED%91%B8%EB%A5%B4%EA%B8%B0%EC%8A%A4%EC%9D%98-%EB%84%88%EB%A8%B8?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,무협,
튜토리얼이 너무 어렵다,341,3.0,130,월요일,https://newtoki307.com/webtoon/10352635?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10352576/%ED%8A%9C%ED%86%A0%EB%A6%AC%EC%96%BC%EC%9D%B4-%EB%84%88%EB%AC%B4-%EC%96%B4%EB%A0%B5%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
"악녀인데요, 죽어도 될까요?",136,3.5,58,월요일,https://newtoki307.com/webtoon/23377974?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/23377113/%EC%95%85%EB%85%80%EC%9D%B8%EB%8D%B0%EC%9A%94-%EC%A3%BD%EC%96%B4%EB%8F%84-%EB%90%A0%EA%B9%8C%EC%9A%94?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
마왕의 아이로 살아남는 법,86,3.5,46,월요일,https://newtoki307.com/webtoon/25872053?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/25871885/%EB%A7%88%EC%99%95%EC%9D%98-%EC%95%84%EC%9D%B4%EB%A1%9C-%EC%82%B4%EC%95%84%EB%82%A8%EB%8A%94-%EB%B2%95?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
화산권마,166,3.5,148,월요일,https://newtoki307.com/webtoon/10734082?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/10733914/%ED%99%94%EC%82%B0%EA%B6%8C%EB%A7%88?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"액션,무협,한국",
책 먹는 마법사,354,3.5,103,월요일,https://newtoki307.com/webtoon/14878948?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/14878480/%EC%B1%85-%EB%A8%B9%EB%8A%94-%EB%A7%88%EB%B2%95%EC%82%AC?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션,한국",
하필이면 까마귀가 되어버렸다,255,3.5,99,월요일,https://newtoki307.com/webtoon/19691214?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/19691163/%ED%95%98%ED%95%84%EC%9D%B4%EB%A9%B4-%EA%B9%8C%EB%A7%88%EA%B7%80%EA%B0%80-%EB%90%98%EC%96%B4%EB%B2%84%EB%A0%B8%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
후작가의 역대급 막내아들,383,3.0,82,월요일,https://newtoki307.com/webtoon/20185656?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20184378/%ED%9B%84%EC%9E%91%EA%B0%80%EC%9D%98-%EC%97%AD%EB%8C%80%EA%B8%89-%EB%A7%89%EB%82%B4%EC%95%84%EB%93%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,액션",
엑스트라는 가장 먼저 버려진다,53,2.5,80,월요일,https://newtoki307.com/webtoon/23059470?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/23058564/%EC%97%91%EC%8A%A4%ED%8A%B8%EB%9D%BC%EB%8A%94-%EA%B0%80%EC%9E%A5-%EB%A8%BC%EC%A0%80-%EB%B2%84%EB%A0%A4%EC%A7%84%EB%8B%A4?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스",
여왕 쎄시아의 반바지,288,3.5,132,월요일,https://newtoki307.com/webtoon/1171290?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/1171197/%EC%97%AC%EC%99%95-%EC%8E%84%EC%8B%9C%EC%95%84%EC%9D%98-%EB%B0%98%EB%B0%94%EC%A7%80?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"판타지,로맨스,한국",
미생 시즌2 2부,23,3.5,101,월요일,https://newtoki307.com/webtoon/16208841?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/16208808/%EB%AF%B8%EC%83%9D-%EC%8B%9C%EC%A6%8C2-2%EB%B6%80?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,"드라마,한국",
취접냉월,16,2.5,84,월요일,https://newtoki307.com/webtoon/20577990?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,https://newtoki307.com/webtoon/20576712/%EC%B7%A8%EC%A0%91%EB%83%89%EC%9B%94?sst=as_update&sod=desc&yoil=%EC%9B%94&page=2&toon=%EC%9D%BC%EB%B0%98%EC%9B%B9%ED%88%B0,드라마,
