이름,작가/그림,장르,요일,추천수,별점(총),별점(화),총화수,댓글,줄거리,이미지,플랫폼,첫화링크,업데이트
소르골 전기:천년전쟁,,"판타지,액션,중국",월,40,"[3.0, 35]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.7, 4.3, 4.3, 4.3, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.7, 3.7, 3.7, 3.7, 3.5, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 3.0, 2.5, 2.0, 1.7, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",295,"['a', 'b', 'c']","게임 BJ인 희청은 <정령사:나타르 전기> 게임을 하던 도중에 소르골 캐릭터를 뽑은 첫번째 유저가 되고 의문의 전화 한 통과 함께 미지의 세계로 넘어간다. 진시황의 암살이 성공해 통일되지 못한 상태로 천년을 이어져온 전국시대. 각 국가마다 발전시킨 무공비급과 신식기술이 치열하게 대립하는 가운데, 불사불멸의 소르골을 지닌 주인공의 활약이 시작된다. 땅의 결계 지쇄 9경과 하늘의 결계 천봉3관을 돌파하고 천년전쟁을 마무리 할 인물은 과연?",src/img/소르골전기천년전쟁.png,,,"[Timestamp('2024-04-05 00:00:00'), Timestamp('2019-03-05 00:00:00')]"
당신이 원하는 게 제 심장인가요,,"판타지,로맨스",월,11,"[2.2, 12]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",80,"['a', 'b', 'c']","인간과 바다 종족 간의 휴전 조약의 증표로 인간 제국에 인질로 보내진 코델리아. 그러나 성년이 되던 날 인간 황제로부터 심장이 도려내져서 죽임을 당한다. 숨이 끊어지기 직전, 우연히 회귀하게 된 코델리아는 자신이 살해당한 이유에 엄청난 비밀이 있었다는 것을 알게 되고, 같은 결말을 피하고자 황제에게 거래를 제안해 황궁을 탈출하려 하는데...",src/img/당신이원하는게제심장인가요.png,,,"[Timestamp('2024-04-05 00:00:00'), Timestamp('2022-08-22 00:00:00')]"
계약 결혼일 뿐이었다,,"판타지,로맨스",월,62,"[4.1, 16]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.8, 4.7, 4.7, 4.7, 4.5, 4.5, 4.3, 4.3, 4.0, 4.0, 4.0, 4.0, 3.7, 3.0, 3.0, 0.0, 0.0]",32,"['a', 'b', 'c']","적국에 끌려온 패망국의 황녀, 추락하는 모습마저 아름다운 아르간의 보물. 그러나 머지않아 목이 매달려 야만인들에게 진상될 포로. 엘리제는 그 운명을 피해 어떻게든 살아남아야만 한다. 동생의 유언을 지키기 위해, 그리고 아르간의 재건을 위해. 선택지는 단 하나. 반옐라의 번견, 적국의 총사령관. 비천하고 광증을 가진 용인, 레제트 키르스탄. 엘리제는 눈앞의 이 차갑고 완고한 사내를 이용하기로 한다. 설령, 그 방법이 얼토당토않은 거짓말이라 할지라도. ""내가, 당신의 아이를 낳아줄게요.""",src/img/계약결혼일뿐이었다.png,,,"[Timestamp('2024-04-04 00:00:00'), Timestamp('2023-12-17 00:00:00')]"
황녀님이 사악하셔,,"판타지,로맨스,한국",월,165,"[2.9, 92]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.8, 4.7, 4.7, 4.6, 4.6, 4.5, 4.5, 4.5, 4.1, 4.0, 4.0, 4.0, 4.0, 3.3, 3.0, 3.0, 2.7, 2.5, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",120,"['a', 'b', 'c']","나는 삼백 살이 넘는 마녀이지만, 믿었던 인간에게 배신당해 죽었다. 꼼짝없이 영혼계에 붙잡혀 있을 줄 알았는데 서로가 서로를 죽이는 황실에 황녀로 환생했다. 이렇게 된 이상 내가 황제가 돼야겠다. “너. 내 부하가 대라.” 이렇게 했으니까 모두 나를 두려워하겠지, 생각했는데. “한 번만 만져주면 안 돼? 네가 머리를 쓰다듬어줬다고 하면 모두가 부러워할 거야.” …뭐야. 왜 이래. “더 해 줘. 귀여우니까.” 하지만 단체로 미쳤나, 싶을 정도로 내게 맹목적인 애정을 보이고 있다. …나 황제 될 수 있겠지?",src/img/황녀님이사악하셔.png,,,"[Timestamp('2024-04-04 00:00:00'), Timestamp('2021-06-19 00:00:00')]"
공포게임 남주와 감금당했다,,"판타지,로맨스",월,27,"[4.0, 10]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",23,"['a', 'b', 'c']","공포게임 속 메이드가 되었다. 대저택에 갇혀 탈출하려는 남주에게 페널티를 주거나, 안내자 역할을 해주는. 남주의 플레이가 끝날 때까지 대충 의무만 이행하려 했는데. “내가 나가기만 하면, 당신도 똑같이 가둬둘 겁니다.” 남주가 너무 시끄럽다. 이렇게 된 거 빨리 그가 탈출하도록 돕기로 했다. “밥 먹자, 디트리히.” “포션이야. 이거 바르면 바로 나을 거야.” “이번 탈출 힌트가 저기에…….” 다음 플레이를 위해 든든히 먹였고, 남주가 다치면 빨리 다음 플레이를 하도록 포션을 주었고, 대놓고 문제의 힌트도 주었다. 자, 이제 나갈 수 있겠지? 그런데. “글쎄. 답을 잘 모르겠군요.” 머리도 잘 돌아가는 녀석이 이게 무슨 말이야? ……남주가 도무지 저택에서 나갈 생각을 안 한다. “네가 안 나가면 내가 나갈게.” 저 꼴 보기 싫은 놈을 계속 봐야 한다는 생각에 짜증이 나 홧김에 외쳤는데. “당신 여기서 나갈 수 있는 것이었습니까?” 그의 눈이 싸악 가라앉았다. “말해두겠는데, 저는 여기서 나갈 생각이 없습니다.” “뭐?” “그리고 당신도 못 나갑니다.” 대체 이게 어떻게 된 일이지?",src/img/공포게임남주와감금당했다.png,,,"[Timestamp('2024-04-04 00:00:00'), Timestamp('2024-03-16 00:00:00')]"
수상한 고백,,"로맨스,드라마",월,9,"[2.2, 6]","[5.0, 3.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",66,"['a', 'b', 'c']","“우리 결혼해!” 해외 출장에서 다녀오자마자 공항에서 짝사랑 상대인 강현과 자신의 단짝 친구인 윤아가 결혼한다는 소식을 들은 고민해. 둘이 사귀는 것도 몰랐는데 결혼이라고?! 심지어 윤아는 자신이 좋아하는 상대가 강현임을 알고 있었다. 성공을 향한 일념으로 일에만 매달려 열심히 살았는데, 그 결과가 절친의 배신과 실연의 콜라보라니! 울적한 마음으로 퇴근하고 집에 돌아가는 길, 민해는 자신의 반려묘 마리를 우연히 발견하고 차도에 뛰어든다. 사고 직후에 기억 나는 건 번쩍이는 헤드라이트 불빛과 붕 떠오르는 감각. ‘이렇게 죽는 건가?’라는 생각이 드는 동시에 눈을 떠보니 교통사고 나기 1년 반 전으로 돌아왔다. 이렇게 된 이상 다르게 살아보겠어! 워라밸도 지키고, 늦기 전에 고백도 할 거야! 의지를 다지던 민해에게 이전 생(?)에선 크게 연관이 없었던 권주혁 부장이 점점 민해에게 관심을 보이기 시작하는데… 우연히 과거로 회귀한 민해의 새 인생 구축 프로젝트!",src/img/수상한고백.png,,,"[Timestamp('2024-04-02 00:00:00'), Timestamp('2022-11-23 00:00:00')]"
티엔다비스 - 완벽한 구원을 위하여,,"판타지,로맨스",월,22,"[4.9, 12]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 3.7, 0.0, 0.0]",27,"['a', 'b', 'c']","“생긴 대로 버르장머리가 없으시네요!” 사랑스러운 성녀 후보, 이비 아리아테에게 어느 날 저주가 내렸다. 요컨대 모든 물음에 반드시 진실을 답하는 저주. 별안간 닥친 저주로 전도유망한 앞날과 잡힐 듯 가깝던 성녀 자리가 한없이 멀어지고 마는데.",src/img/티엔다비스완벽한구원을위하여.png,,,"[Timestamp('2024-04-02 00:00:00'), Timestamp('2023-11-23 00:00:00')]"
일단 결혼부터,,"판타지,로맨스",월,32,"[2.5, 19]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 4.0, 4.0, 4.0, 4.0, 4.0, 3.5, 3.0, 2.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",38,"['a', 'b', 'c']","언제나 우중충한 날씨, 범죄자들이 들끓고 우울증은 기본이라는-해가 뜨지 않는 저주 받은 땅, 동부.그리고 그곳을 다스리는 괴물, 에카르드 공작.사촌과 결혼할 위기에 처해있던 헤델은 괴물 공작에게 청혼을 받는다.모두가 말리고 반대하지만, 헤델은 어쩔 수 없이 공작의 청혼을 받아들이게 되는데…….“이런 음식은 난생처음 먹어봅니다!”“마님이 오신 뒤로는 항상 해를 볼 수 있어요……!”“동부는 이제 마님 없이는 살 수 없습니다.”생각보다 동부 사람들을 잘 길들여버렸다?일단 결혼부터 시작해서, 동부를 점령하는 헤델의 이야기.",src/img/일단결혼부터.png,,,"[Timestamp('2024-04-02 00:00:00'), Timestamp('2022-04-05 00:00:00')]"
초월진화,,"판타지,액션,중국",월,48,"[2.3, 53]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.8, 4.7, 4.5, 4.3, 4.3, 4.2, 4.2, 4.2, 4.0, 4.0, 4.0, 4.0, 4.0, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.7, 3.6, 3.5, 3.0, 3.0, 3.0, 3.0, 3.0, 2.4, 2.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",141,"['a', 'b', 'c']","초능력이 있어야만 살아남을 수 있는 시대 그리고 초능력 최하위 레벨을 지닌 명하 의문의 사고로 여신의 도움을 받게 된 명하 는 과연,인류 최강자가 되어 세상을 구할 수 있을까?",src/img/초월진화.png,,,"[Timestamp('2024-04-02 00:00:00'), Timestamp('2022-08-14 00:00:00')]"
구미호를 잘못 키웠다,,"판타지,로맨스",월,78,"[4.0, 28]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.5, 3.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",36,"['a', 'b', 'c']","조신하게 키운 녀석이 농염해졌다. 어느 날 요괴를 주웠다. 그것도 새끼 구미호를. 녀석의 처우가 고민이 되던 차 만난 동대륙의 신녀, 그녀는 내게 성체가 될 때까지 키운 뒤 고향으로 보내라고 한다. 새끼 여우를 키우라니… 저주받은 인간이 어떻게 어린 생명을 품고 치료한단 말인가. 낯설고 두려웠지만 거부할 수 없었다. 여우가, 란이... 너무나도 사랑스러웠기에. 그렇게 애정을 듬뿍 퍼부어 고이고이 키웠는데... 다 커서 오금이 저리도록 농염해진 녀석이 독립을 거부한다. 그동안의 훈육이 물거품이 될 정도로 야한 얼굴로. ""도망치는 건 안 돼."" ""계속 착하도록 날 도와줘요, 실리아. 내 곁에서."" 영원히.",src/img/구미호를잘못키웠다.png,,,"[Timestamp('2024-04-01 00:00:00'), Timestamp('2023-12-07 00:00:00')]"
여왕 쎄시아의 반바지,,"판타지,로맨스,한국",월,298,"[3.4, 144]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.5, 4.3, 3.7, 3.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",139,"['a', 'b', 'c']","아흔아홉 개 나라를 평정하고 통치자의 잔을 손에 쥔 위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋? 발렌시아 대국을 이룬 여왕 쎄시아는 복잡한 레이스와 무거운 코르셋에 조여 고통스러워 하던 중, 신뢰하는 의동생 에넌 라이언하트 공작에게 쩔어주게 편하고 아무튼 죽여주는 옷을 가져올 것을 명한다. 한편 대한민국 중소 의류회사에서 열정페이로 고생만 하다가 사고로 죽음을 맞은 패턴사 유리는 눈을 떠보니 쎄시아가 통치하는 중세적인 국가에서 다시 태어나버렸다. 낙후된 의류사정을 혁명하겠노라 다짐한 유리는 수월하게 사업을 하기 위하여 남장을 택하고 대륙 최대급 상단에서 디자이너로 일하게 되는데. 에넌이 유리를 발견한 순간 유리가 해내 보일 일은 대체 무엇일까.",src/img/여왕쎄시아의반바지.png,,,"[Timestamp('2024-04-01 00:00:00'), Timestamp('2020-04-04 00:00:00')]"
눈매가 사나운 반친구,,"로맨스,드라마",월,16,"[4.5, 11]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",16,"['a', 'b', 'c']","사나운 눈매와 날카로운 인상으로 주변 사람들에게 경계를 받고 있는 요주의 그녀 '안세영'. 모두가 경계심을 놓지 못할 때 그녀의 앞에 한 남자애가 마주선다. ""나 너 좋아해, 나랑 사귀자!"" ""......뭐?!"" 난데없는 사랑고백에 진땀이 빠지는 세영, 하지만 이건 시작에 불과했으니... 가까이 다가갈수록 반전의 모습을 보이는 그녀 '안세영'과 그 모습을 빈틈없이 파고 들려는 직진남 '남호열'의 줄다리기가 지금 시작된다!",src/img/눈매가사나운반친구.png,,,"[Timestamp('2024-04-01 00:00:00'), Timestamp('2024-01-29 00:00:00')]"
신화급 귀속 아이템을 손에 넣었다,,"판타지,액션",월,611,"[3.2, 155]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.3, 4.3, 4.3, 4.3, 4.3, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.1, 4.1, 4.1, 4.1, 4.1, 4.0, 4.0, 4.0, 3.9, 3.8, 3.8, 3.8, 3.8, 3.7, 3.7, 3.7, 3.6, 3.6, 3.6, 3.5, 3.5, 3.4, 3.2, 3.0, 2.8]",100,"['a', 'b', 'c']","D급 무투계 레이더, 최강의 귀속 아이템으로 세계를 구할 신의 대적자가 되다!",src/img/신화급귀속아이템을손에넣었다.png,,,"[Timestamp('2024-03-31 00:00:00'), Timestamp('2022-06-13 00:00:00')]"
악역 공작 영애의 특별한 쌀 재배법,,"판타지,로맨스",월,30,"[2.4, 18]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 4.0, 4.0, 3.0, 2.3, 2.3, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",44,"['a', 'b', 'c']",어느 날 전생이 기억났다. 쌀 농사꾼으로의 성공을 목전에 두고 망할 트럭에 치여 허무하게 죽은 전생이! 게다가 전생에서 읽은 소설 속 악역 영애란다. 무려 사이코패스 남자 주인공들과 엮이다가 결국 처참하게 죽임당하는. 하늘이 무너지는 듯한 충격에 나는 굳건히 다짐했다. 이번 생에는 결코 쉽게 죽어주지 않겠어!,src/img/악역공작영애의특별한쌀재배법.png,,,"[Timestamp('2024-03-31 00:00:00'), Timestamp('2023-10-23 00:00:00')]"
남주의 여자사람친구가 되었다,,"판타지,로맨스",월,142,"[3.6, 31]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.0, 3.7, 2.7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",55,"['a', 'b', 'c']","미친 외모의 남주, 루드릭 바우저. …를 짝사랑하는 여자사람친구로 환생해 버렸다?! 주인공들의 사랑놀음에 이용당할 운명이라니… 나, 달리아 에이버린은 금수저 라이프를 만끽하며 세계 각국의 미남들과 뜨거운 연애를 할 거야! 그런데……… “안녕하세요, 바우저 영애.” “……으아앙!” 여자애로 착각해 울려 버렸다? 그 후 친해진 것도 잠시, 전쟁으로 헤어졌다 다시 만난 남주는…… “못 본 새 눈이 많이 낮아졌나 봐, 에이버린 공녀."" 왜 내 연애 사업을 방해하고 난리야! 우리 그냥 친구 사이 아니었니? 안 돼! 이번 생에는 남주의 가'족'같은 친구가 되어주겠어!",src/img/남주의여자사람친구가되었다.png,,,"[Timestamp('2024-03-31 00:00:00'), Timestamp('2023-03-02 00:00:00')]"
튜토리얼이 너무 어렵다,,"판타지,액션,한국",월,392,"[3.0, 156]","[5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 4.9, 4.9, 4.9, 4.9, 4.9, 4.9, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.8, 4.7, 4.7, 4.7, 4.7, 4.7, 4.7, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.6, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.5, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.4, 4.3, 4.3, 4.3, 4.3, 4.3, 4.3, 4.3, 4.3, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.1, 4.1, 4.1, 4.1, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 3.9, 3.9, 3.9, 3.8, 3.8, 3.7, 3.7, 3.6, 3.6, 3.5, 3.5, 3.1]",159,"['a', 'b', 'c']","gandara 퓨전 판타지 장편소설 '튜토리얼이 너무 어렵다' 가 웹툰으로 독자 여러분을 찾아갑니다. 삶이 무료하던 어느 날, 내 눈앞에 나타난 초대 메세지. [튜토리얼 세계에 입장하시겠습니까?] 그리고 뒤이어 나타난 난이도 선택 창. [이지] [노말] [하드] [헬] 나는 주저없이 헬 난이도를 선택했다. 그리고 후회했다. 아무리 헬 난이도라지만, 이건 너무 심하잖아.",src/img/튜토리얼이너무어렵다.png,,,"[Timestamp('2024-03-31 00:00:00'), Timestamp('2021-02-01 00:00:00')]"
