이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
내 최애 까지 마라,naverseries,멸치가짜,강영선,순정,연재중,화,4,9.8,64,3화,"[내 최애캐는 내가 지킨다]어느 날, <이세계 성녀님의 역하렘>이라는 소설 속제이드 킨젤에 빙의되었다이왕 빙의된 나는,'최고로 애정 하는 캐릭터 - 듀블레스 공작이 맞이할독거노인 엔딩 대신, 행복한 결말을 만들어주자'라는 일념으로 죽어라 노력을 해서최애의 유일한 가신 이자 부관이 되는데 성공한다그렇게 기다리고 있던 원작 소설의 여주인공인 귀염둥이 미네가성녀로서 강림한 것까진 좋았는데…뭐가 잘못된 것인지 원작 소설의 흐름이 바뀌기 시작했다접기",https://series.naver.com/comic/detail.series?productNo=10529921&sortOrder=DESC#priceInfo
리더(Reader)-읽는자,naverseries,강철민,정한울,소년,연재중,14일,27,9.0,265,10화,"활자중독자, 수혁책을 읽기 위해 시작한 가상현실게임 '판게아'수혁은 책의 마지막 장을 읽고 덮었다바로 그때,책의 반짝임이 사라지며 메시지가 나타났다[지혜가 1 상승 합니다]*******************************************강철민 작가님의 인기 판타지 소설 <리더-읽는 자>를 웹툰으로 만나보세요********************************************접기",https://series.naver.com/comic/detail.series?productNo=4061495&sortOrder=DESC#priceInfo
악역의 메리트,naverseries,일원,잼삐,순정,일시적 휴재,월,23,9.7,38,3화,"[악역 가문에 입양 당한 여주인공으로 빙의됐잖아?]악역 가문에 입양되어 괴롭힘과 이용만 당하는 여주인공 프레디아에게 빙의했다현실과 마찬가지로 또다시 서러운 고아의 삶'나에게는 나뿐 나만이 나를 지킨다'악역의 소굴에서 악착같이 살아남아 성인이 되면 도망칠 계획이었다그런데""프레디아, 원하는 게 있다면 아버지가 뭐든 해 주마""""딱히 원하는 건 아니지만, 나한테도 언니라고 부르든가""""아가, 넌 어쩜 이렇게 못하는 게 없니?""말만 하면 웃음을 터뜨리는 새아버지, 쌀쌀맞게 구는가 싶더니 알뜰살뜰 챙겨 주는 새언니,그리고 나의 손재주에 취향 저격당한 새어머니'굳이 도망쳐야 하나?'접기",https://series.naver.com/comic/detail.series?productNo=10195029&sortOrder=DESC#priceInfo
암살자 가문의 수양딸이 되었다,naverseries,,유랑,순정,연재중,월,11,9.7,21,3화,"[매주 화요일 연재]15년의 착취, 그건 짐승같은 삶이었다저주를 정화하는 유일한 치유능력자, 아그네스그녀의 첫 번째 생은 어두운 지하실에서 무리하게 저주를 정화하다 마감 된다신의 자비일까, 그녀에게 주어진 두 번째 삶그런데 하필 암살자 가문의 수양딸이 되었다?""앞으로 네 이름은 트아리체다""새로운 이름과 새로운 삶과연 그녀는 이 살벌한 집에서 행복해질 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=10728777&sortOrder=DESC#priceInfo
슬기로운 문명생활,naverseries,위래,범귄,소년,연재중,월,25,9.6,42,3화,주인공 ‘최성운’은 게임 ‘로스트 월드’의 플레이어 랭킹 1위로 게임의 모든 업적을 달성하는데 성공한다달성의 기쁨도 잠시 수상한 메일을 받은 ‘성운’은 진짜 ‘로스트 월드’로 소환되어 ‘신’이 되기 위한 경쟁을 시작하게 된다,https://series.naver.com/comic/detail.series?productNo=10455095&sortOrder=DESC#priceInfo
두 번째 삶은 힐링라이프?,naverseries,당토,당토,소년,연재중,일,11,9.8,28,23화,"위대한 전사들의 가문 펠리비아의 사랑받는 막내아들 '유진 펠리비아'는 '창세의 마법사 펠린'의 은혜로 두 번째 삶을 얻는다유진은 자신을 구원해준 펠린과 같은 마법사가 되어 세상을 이롭게 하겠다는 꿈을 가지지만, 어두운 현실과 운명은 여전히 그를 놓아주지 않는데",https://series.naver.com/comic/detail.series?productNo=10489722&sortOrder=DESC#priceInfo
미친 재능의 플레이어,naverseries,S-Nanyc,호라칸,소년,연재중,일,12,9.8,41,36화,"세상의 운명이 걸린 게임이 시작되고 6년 한 번도 톱 랭커의 자리를 내어주지 않은 최강의 플레이어, 영웅왕 강유성 역시 새로운 시즌을 맞이한다 “저는…… X나 예전에 끝났습니다 돈 때문에 하는 거죠” [도발 수치가 대폭 상승합니다] [어릿광대 군주가 계약자의 행동에 흡족함을 표시합니다] 미친 재능의 플레이어가 살아남는 법이 펼쳐진다접기",https://series.naver.com/comic/detail.series?productNo=10132387&sortOrder=DESC#priceInfo
시한부 황후의 나쁜 짓,naverseries,굄,이준,순정,연재중,월,3,10.0,27,23화,"정략결혼이었지만 첫사랑이었다 황제여서가 아니라 당신이어서 사랑했다휠체어를 탄 몸으로 스텔라는 제국과 남편을 위해 헌신했다그러나 돌아온 것은 처절한 죽음여신은 사지가 마비되어 죽은 스텔라를 회귀시켰다이번 생에서도 소꿉친구를 선택하는 남편을 보며,스텔라는 충동적으로 검투 노예를 거뒀다자신을 14살이라 믿는 기억상실남 혹은 상처 입은 짐승“내가 주인을 아프게 했나?”“너는 날 아프게 할 수 없다”“어째서?”“책장이나 만년필이 주인을 아프게 할 수 없는 법이니까”“아주 슬퍼 보여 부모에게 버림받고 거리를 헤매는 아이처럼”그가 내 뺨을 만졌다나는 뻣뻣하게 굳은 채 아무 대꾸도 하지 못했다12살 이후로 남편이 아닌 남자가 내 몸에 손을 댄 것은 처음이었다스텔라가 그를 향해 손을 뻗었다 우연이 운명이 되는 순간이었다그의 정체가 발각당하기 전까진접기",https://series.naver.com/comic/detail.series?productNo=10468112&sortOrder=DESC#priceInfo
괴력 난신,naverseries,매드버드,김태형,무협,연재중,월,26,9.8,20,11화,"살인에서 삶의 즐거움을 느끼는 '겸살귀', 정(正)대 연목검장의 셋째공자 목경운과 똑같이 생긴 얼굴을 가졌는데""나의 대역이 되어라 그러면 옥에서 나갈 수 있게 해 주마""""그 기회 제게 주시겠습니까?""'촤악-'셋째공자를 죽여버린다 그리고 본인이 '진짜'가 되어 살아가고자 한다가짜 목경운은 진짜 목경운으로서 살아남을 수 있을까?연쇄살인마, 대 연목검장의 셋째공자로서 새로운 삶을 시작한다접기",https://series.naver.com/comic/detail.series?productNo=10782038&sortOrder=DESC#priceInfo
가시밭길을 꽃길로 바꾸는 법,naverseries,채하빈,EON COMICS,순정,연재중,화,4,9.6,47,4화,"평범한 취준생, 한사랑  길에 떨어진 귀걸이 한 짝을 주었을 뿐인데,눈을 떠보니 모르는 세계에 들어왔다 몸의 주인은 페리스 제국의 왕녀, 카르네 피브완하지만 사연 많은 인물이라 신분을 숨긴 채남의 집에서 하녀나 다름 없이 살고 있다근데 요 근래 자꾸 마주치는 미남자,갑자기 자신이 찾는 물건을 가져오면 어마어마한 보상을 해준다는데…그건 내가 원래 세상에서 주운 귀걸이?어쩌면 이게 내 비참한 현실을 바꿀 열쇠가 될지도?좋았어 꼬여버린 신분과 인생을 되찾고앞으로는 꽃길만 걸을 차례다접기",https://series.naver.com/comic/detail.series?productNo=10334411&sortOrder=DESC#priceInfo
동생이 천재였다,naverseries,나술래,건일,드라마,시즌 휴재,일,7,9.7,34,3화,"애매한 재능으로성공하지 못한 가수 생활을 이어가면서가족들을 희생시켰던 윤하준＂시간을 되돌릴 수만 있다면… ＂날마다 후회와 술로 지내던 어느 날 아침,눈떠보니 과거로 돌아와 있었다그리고 깨달았다내 동생이 노래의 천재라는 사실을…동생을 최고의 가수로 프로듀스하기 위해 이제 나를 갈아 넣을 때다접기",https://series.naver.com/comic/detail.series?productNo=10490261&sortOrder=DESC#priceInfo
내향남녀,naverseries,나,나,순정,연재중,수,45,10.0,48,45화,"MBTI IIIIII 극 I 의 내향형 인간들이 만났다사이다 없이는 목이 메어 볼 수 없는 쌍방오해 트라우마 극복 연애기학교에서 존재감 없기로 둘째가라면 서러울 남자유(여, 17세, 친구 0명)에게학교에서 인기로는 둘째가라면 서러울 여자혁(남, 17세, 친구 N명)이 어느날 말을 걸었다자신에게 다가와주는 자혁과 친해지고 싶은 마음과 그렇지 못한 얼굴을 한 자유오해만 안겨주게 되는데 과연 자유와 자혁은 이 난관을 극복하고 서로에게 다가가는데 성공할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=9914029&sortOrder=DESC#priceInfo
녹빛자정의 연인,naverseries,백작,백작,드라마,연재중,일,12,10.0,15,9화,"19세기말 자작가의 대저택그곳의 하인과 하녀인 에드가와 준연인 사이이자 평생을 함께할 거라 생각했던 어느 날,자작가의 사생아 카메론의 등장으로 모든 게 어긋나기 시작하는데…접기",https://series.naver.com/comic/detail.series?productNo=10809382&sortOrder=DESC#priceInfo
왜 아직도,naverseries,,헛둘,순정,연재중,토,5,8.7,37,3화,"어릴 적 찌질이가 완벽한 남자가 되어 여주에게 나타났다그 남자의 이름은 ‘윤가람’ 그의 직업은 소설가로, 주인공 ‘윤서’가 작은 출판사에 있다는 소식을 듣자마자 그 회사에 계약을 하기로 한다“난 너를 잊을 수 없었어""주인공 윤서는 아직도 자신을 좋아한다는 갑작스러운 고백에 놀라지만, 회사를 난감하게 만들고 싶지 않다 그러나 회사 입장에서 너무나도 달콤한 그의 조건을 거절 할 수 없어 계약을 하고 마는데…접기",https://series.naver.com/comic/detail.series?productNo=10474653&sortOrder=DESC#priceInfo
귀비나리,naverseries,신희빈,곰시,소년,연재중,화,29,9.8,51,46화,영적 능력을 가진 고등학생 태린은어느 날 귀신의 사연을 알게 된다귀신보다 사람이 더 위험한 걸 알게 된 태린은소꿉친구인 창우와 귀신들의 한을 풀어 주기로 결심하는데…접기,https://series.naver.com/comic/detail.series?productNo=9889695&sortOrder=DESC#priceInfo
나 혼자 살아야 죽는 룰,naverseries,JAMTOON,Roy Kagino,소년,완결,수,1,10.0,25,2화,"여기는 학교라는 이름의 이승과 저승 사이의 공간 학교에 모인 남녀 11명은 선생님이라는 인물의 말로 갑자기 데스 게임에 참가하게 된다 학교의 정체는 바로 죽은 자를 선별하는 장소 저승에 갈 수 있는 사람은 살아남은 단 한 명뿐 정말로 죽고 싶다면, 이 자리에 있는 다른 사람들을 죽여야 한다 미쳐 버린 규칙 속에서 각자의 이유로 모인 '사망 희망자' 중, 마지막에 살아남는 사람은 누구인가©Roy Kagino/JAMTOON／©FUNGUILD접기",https://series.naver.com/comic/detail.series?productNo=10586698&sortOrder=DESC#priceInfo
악역영애 내 안의 모리아티,naverseries,Kuromeika,Kuromeika,순정,시즌 휴재,화,좋아요,8.2,60,3화,"어느 폭포에서 명탐정과 대결 끝에 최후를 맞이한 희대의 범죄자 '제임스 모리아티'눈을 떠보니 이세계 미소녀 영애에게 빙의했다 거기서 그가 본건 다른 귀족 영애들의 비열한 괴롭힘기억은 잃어버렸지만, 두뇌는 여전하다명석한 두뇌가 만들어내는 완전범죄 방정식의 힘을, 명탐정이 없는 세계에서 단 한명의 여인을 위해 마음껏 사용해주지괴롭히던 영애들에게 죽음을, 피도 눈물도 없는 악역영애 모리아티로 새롭게 태어나주지일본 소설 투고 사이트 「에브리스타」의 인기 소설을 공식 코미컬라이즈접기",https://series.naver.com/comic/detail.series?productNo=10047986&sortOrder=DESC#priceInfo
신마무쌍,naverseries,광초불지,남소흑,무협,시즌 휴재,수,6,8.9,111,6화,"보잘 것 없는 방씨 가문의 하인, 방찬 힘을 키워야만 하인의 신분을 벗어날 수 있다는 일념으로 남몰래 여울목에서 수련에 몰두하던 그의 눈앞에 떠내려온 시체 한 구… 가까이 다가가는 순간 알 수 없는 힘이 온몸을 지배하고 이내 정신을 잃고 쓰러진다 다시 눈을 떴을 때, 되살아난 시체가 거래를 제안하는데… '수련에는 차고 넘치는 돈과 크나큰 기연이 필요한 법, 방청설을 죽여라''진정 출세하고 싶다면 방청설도 뛰어넘어야 하는 법이다'방찬은 과연 거래조건에 순응하고 원하는 바를 이루게 될 것인가…접기",https://series.naver.com/comic/detail.series?productNo=9021814&sortOrder=DESC#priceInfo
멜팅 슬로우,naverseries,팀 사바나,팀 제이,순정,연재중,토,4,9.7,33,3화,"“여민아 나 결혼해”남자 친구가 결혼한다 그것도 내 동생과이별은 받아들일 수 있었다 배신도 익숙했다하지만, 또다시 동생에게 내 것을 빼앗겼다는 사실은 받아들이기 힘들었다그렇게 가장 비참하던 때, 윤환을 마주쳤다태주 그룹 회장의 손주이자 내가 근무하는 연구개발팀의 팀장그리고 내 남자 친구였던 김승재의 친척이자 천적분한 마음에서인지, 복수를 위해서인지…나는 그에게 결혼을 제안했다“팀장님 저랑 결혼하실래요?”접기",https://series.naver.com/comic/detail.series?productNo=10597260&sortOrder=DESC#priceInfo
형사 본색,naverseries,신철,펜촉,드라마,연재중,월,4,10.0,27,22화,"형사 한태양이 특진하던 날, 아내가 자살하고 딸은 희귀병 판정을 받았다감당할 수 없는 딸의 치료비에 절망하던 태양은 압수물 보관센터인'제로하우스'에 수 천억원의 가치를 지닌 훈민정음 해례본이숨겨져 있다는 것을 알게 되고,딸의 병원비를 위해 의도적으로 제로하우스에 좌천되어훈민정음 해례본을 탈취하려 하는데접기",https://series.naver.com/comic/detail.series?productNo=10474599&sortOrder=DESC#priceInfo
