이름,플랫폼,작가,그림,장르,상태,요일,조회수,좋아요,총화수,무료,무료주기,줄거리,키워드,첫화링크
남의 사랑 이야기,kakaowebtoon,사란,사란,로맨스,완결,3시간마다 무료,"1,471.2만",27.9만,30,1,3시간마다 무료,"내 인생에 사랑은 사치일까일 잘하고, 능력 있고, 이성적인 '선아'는자기감정에 유독 서툴다 특히 연애 감정남들은 좋아 죽는다는 그 사랑이 대체 뭔지, 어떤 기분인지공감 못 하면서도 한 번도 겪어보지 못한 진솔한 사랑에놓을 수 없는 환상과 부담을 갖고 있는데건너 건너 소개로 만났던 남자친구가 바람을 피워 헤어지게 된 날,예상치 못한 새로운 만남을 갖게 된다과연 이번에는?","공감되는,설레는,로맨스,오피스물",https://webtoon.kakao.com/content/%EB%82%A8%EC%9D%98-%EC%82%AC%EB%9E%91-%EC%9D%B4%EC%95%BC%EA%B8%B0/2142
쥐뿔도 없는 회귀,kakaowebtoon,강아지마스터,강아지마스터,판타지 드라마,시즌완결,금,208.6만,6.6만,30,0,3일마다 무료,"이세계 '에리아'에 소환된 평범한 중학생 이성민아무런 재능도 기연도 없이 오로지 살아남기 위해 갖은 고초를 겪으며 십수년을 버티지만, 결국 비참하게 목숨을 잃고 만다그러나 죽기 전, 우연히 손에 얻은 '전생의 돌'에 의해 과거로 회귀하게 되고다시금 새로운 삶을 손에 얻게 된다그러나 여전히 재능도 뭣도 없는 쥐뿔도 없는 인생범접할 수 없는 천재들에게 번번이 높은 벽을 느끼고강한 열등감에 시달리지만,포기하지 않고 굳은 의지와 결심으로 한 걸음씩 나아간다""어떻게든 발버둥 쳐서라도, 전생보다 나은 삶을 살겠어""인기 웹소설 <쥐뿔도 없는 회귀> 웹툰화","몰입되는,긴장감있는,판타지드라마,회귀물",https://webtoon.kakao.com/content/%EC%A5%90%EB%BF%94%EB%8F%84-%EC%97%86%EB%8A%94-%ED%9A%8C%EA%B7%80/2799
모시던 아가씨가 도련님이 되어버렸다,kakaowebtoon,시그마,시그마,로맨스 판타지,완결,3일마다 무료,887만,38.4만,30,0,3일마다 무료,"조연에 빙의한 지 9년 차, 모시던 아가씨가 도련님이 되어 찾아왔다  *  원작 여주인공의 시녀 생활을 청산한 지도 4년 웬 잘생긴 남자가 찾아왔다 그것도, 내가 모시던 아가씨를 닮은 남자가  “약속을 지키러 왔어, 블레아 나와 평생을 함께하겠다고 했잖아” “설마… 아가씨?”  순간, 남자의 붉은 눈에 이채가 돌았다 코앞까지 다가온 그가 고개를 기울여 내 머리카락에 입 맞췄다 그리고 속삭였다 아주 다정하고 아름다운 목소리로  “이젠 도련님이라 불러야지”  ……네?  *  원작대로라면 여주인공, 클로이는 후회에 찌든 가족들을 거느리고 남주인공 후보들과 해피라이프를 즐길 수 있었다  하지만 연재 중지되었던 원작 소설에는 큰 비밀이 있었으니…… 여주인공이 알고 보니 남자라면 어떻게 되는 거지?  “크… 클로드, 가족들에게 가보지 않아도 괜찮아요?” “말했잖아 필요 없어” “그럼 저번에 그 남자분들은……” “지금 내 앞에서 다른 남자 이야기를 하겠다고?”  …그 남자들이 원래 당신이랑 이어져야 했을 남주인공들인데요  “나는 너만 있으면 돼 다른 건 알 바 아냐”  가족 후회물의 주인공께서 모든 걸 다 뻥 차 버리고 내 곁에 있겠다고 선언했다  “그러니, 블레아 너도 나만 보는 거야”  전에 없이 다정한 눈 속에 집착이 가득했다","발랄한,설레는,로맨스판타지,로맨틱코미디물",https://webtoon.kakao.com/content/%EB%AA%A8%EC%8B%9C%EB%8D%98-%EC%95%84%EA%B0%80%EC%94%A8%EA%B0%80-%EB%8F%84%EB%A0%A8%EB%8B%98%EC%9D%B4-%EB%90%98%EC%96%B4%EB%B2%84%EB%A0%B8%EB%8B%A4/2400
그 책에 마음을 주지 마세요,kakaowebtoon,문시현,임조조,로맨스 판타지,연재,월,"1,247.7만",23.2만,30,27,3시간마다 무료,"로맨스 피폐 소설 「루스벨라의 빛」엑스트라인 황제의 여덟 번째 황녀로환생에 새로운 삶을 꿈꾸던 아실리 로제,그런 그녀의 앞에 미래를 예지하는일기장이 나타나는데……「너에게 난 어떤 의미인가?질문이 끝나자 황태자님이 예쁘게 웃더니, 날 죽였다」피도 눈물도 없는 황태자에게 살해당할미래만을 예고하는 일기장불행히도 아실리는 죽어도 죽어도다시 살아나 계속 살해당했다반복되는 죽음 속에서천천히 미소를 잃고 변해가는 아실리도무지 피할 길이 없는 죽음,이 미래를 피해 생존할 수 있을까?한데 어째서인지 메말라 갈수록 아실리 곁에는사랑을 갈구하는 남자들이 모여드는데……“제가 오라버니에게 무엇을 줄 수 있는데요?”“이름을 불러 봐”이 사랑은 모두가 진짜일까?“사랑합니다당신을 갖고 싶은 욕심은 사랑이 아닙니까?”다가오는 남자들의 진심은?“웃기지 마 내 삶은 내 거야”","긴장감있는,설레는,로맨스판타지,복수물",https://webtoon.kakao.com/content/%EA%B7%B8-%EC%B1%85%EC%97%90-%EB%A7%88%EC%9D%8C%EC%9D%84-%EC%A3%BC%EC%A7%80-%EB%A7%88%EC%84%B8%EC%9A%94/2143
아파도 하고 싶은,kakaowebtoon,,김인정,로맨스,완결,15,673.3만,13.7만,73,6,2일마다 무료,"‘그’를 아주 오랫동안 짝사랑해왔다 하지만, 그에게 하연은 여자가 아니었다 좋게 봐야 같은 동아리 후배, 더 나아가서는 같은 직장에 다니는 여자애 그냥 그 정도 그랬던 그가 결혼을 한다?“선봐서 곧 결혼할 거야 되도록 이른 시일 내에”모르는 여자와의 계약 결혼을 할거라는 남자의 말에 하연은 오랫동안 간직했던 감정을 억누르지 못했다 “꼭 하셔야 한다면… 저랑 해요, 그 결혼”서투룬 유혹, 남자의 단단한 등에 매달려 뜨거운 입술을 겹쳤다 발칙한 후배의 도발 선배는 화를 낼까 아니면 미쳤다고 비웃을까 그러나 남자의 입에서 나온 말은 예상외의 것이었다“할 거면 제대로 해야지”","설레는,감동적인,로맨스,힐링물",https://webtoon.kakao.com/content/%EC%95%84%ED%8C%8C%EB%8F%84-%ED%95%98%EA%B3%A0-%EC%8B%B6%EC%9D%80/2506
부드러운 폭군,kakaowebtoon,루시,스푼코믹스,로맨스 판타지,완결,3일마다 무료,44.7만,1.7만,60,0,3일마다 무료,"거대한 제국 란시아의 황제, 카알 라킨잔혹한 성품의 황제로 인해 그의 하렘에서는 언제나 피의 비가 내린다또 한 명의 후궁이 그의 손에 죽어 나가고그자리를 채우게 된 노스앤드 영주의 딸 에리카 코르잔혹한 황제와 한없이 연약해 보이는 소녀, 에리카를 보고 사람들은 모두 그녀가 이 하렘에서 오래 살아남지 못할 것이라 예측하지만, 모두의 예상과는 달리 에리카는 점차 카알 라킨의 뒤틀린 표면 아래에 다른 모습이 숨어 있다는 것을 알게 되고 카알 또한 나약해 보였던 에리카와 지내며, 자신의 상처가 아물어가는 것을 느낀다그렇게 그들은 서로에게 애틋함을 느껴 가지만 황제와 그의 약혼녀라는 그들의 신분은 그들을 그저 사랑을 느껴가는 연인 관계로 내버려두지 않는데","설레는,긴장감있는,로맨스판타지,가상시대물",https://webtoon.kakao.com/content/%EB%B6%80%EB%93%9C%EB%9F%AC%EC%9A%B4-%ED%8F%AD%EA%B5%B0/3031
나쁜 아내,kakaowebtoon,모연,모연,로맨스,완결,15,127.7만,3.2만,65,3,1일마다 무료,"늦은 밤, 팀장의 지시에 회사로 향한 은상부탁받은 서류를 찾던 중 탕비실에서 야릇한 소리를 듣게 된다 그러나 그 소리의 주인공이 자신의 남자친구라는 것을 알게 된다 충격적인 상황 속에서 그녀를 구해 준 것은 사장인 경우였다 그 후 경우의 도움으로 남자친구가 퇴사하고, 이별로 모든 일이 끝났다고 생각한 은상 하지만 그날 밤 일이 사내에 퍼지며 당사자로 몰릴 위기에 놓인다 그러자 경우는 그녀를 위기에서 구해 주겠다며 황당한 제안을 해오는데 “법적인 아내가 되어 준다면, 원하는 모든 것을 해 드리죠”모두를 속이고 원하는 것을 얻기 위해 계약된, 사랑 없는 부부생활 은상은 제게 주어진 역할 대로 철저히 나쁜 아내를 연기한다 그러나 경우는 자꾸 계약 이상의 감정을 부딪쳐 오는데…… 은상은 과연, 끝까지 ‘나쁜 아내’를 연기해 낼 수 있을까?","통쾌한,설레는,로맨스,오피스물",https://webtoon.kakao.com/content/%EB%82%98%EC%81%9C-%EC%95%84%EB%82%B4/3000
폭군의 필드,kakaowebtoon,초효,캡슐,액션/무협,완결,1일마다 무료,68.6만,"9,521",50,3,1일마다 무료,"“네가 그러고도 국가대표냐 내가 해도 너보다는 잘하겠다”“답답하면 네가 한번 넣어보든가”응원하는 축구팀의 부진한 플레이에 울화통이 터진 프로레슬러 정호철축구 선수에 도발에 그대로 축구장에 난입하여 날린 슛 한방이 인생을 바꾸다거대하게 사고 친 정호철에게 돌아온 것은 구치소 행이 아닌, 구단의 입단 제의이젠 링 위가 아닌 레슬러가 아닌,축구장의 폭군으로 군림한다","웃기는,통쾌한,액션/무협,성공성장물",https://webtoon.kakao.com/content/%ED%8F%AD%EA%B5%B0%EC%9D%98-%ED%95%84%EB%93%9C/2674
그라티아,kakaowebtoon,상민,기현,학원/판타지,완결,15,"2,762.4만",23.4만,150,1,3시간마다 무료,"예수가 창조했다고 알려진 무한한 힘을 지닌 '권능의 열쇠'10년 전, 그것을 얻기 위해 나타난 대악마 사탄으로 인해 뉴욕이 붕괴하고,살아남은 유일한 생존자, 전설의 엑소시스트 진오기는악마에게 빼앗긴 권능의 열쇠를 찾아 전 세계를 돌아다닌다열쇠의 흔적을 쫓아 서울에 도달한 진오기는 씩씩한 소녀 길가온을 만나고, 반 년 전에 자살로 죽은 친구 귀신을 지키는 가온에게서 엑소시스트 가능성을 본다 진오기를 만난 후,친구를 지키지 못했다는 자책감을 지니고 있던 가온도 소중한 사람을 지키기 위해 엑소시스트가 되기로 결심한다","압도되는,역동적인,학원/판타지,배틀물",https://webtoon.kakao.com/content/%EA%B7%B8%EB%9D%BC%ED%8B%B0%EC%95%84/1621
백합 하우스,kakaowebtoon,정민,이부용,공포/스릴러,연재,월,108.7만,3만,64,3,3일마다 무료,"여성전용원룸, 생각지도 못한 좋은 조건에, 꿈에 그리던 최고의 자취방을 얻었다이사한 첫날 밤,쿵 천장이 내려앉을 것만 같은 큰 소리에 잠이 깼다첫날부터 이웃과 감정 상하기는 하지만,이건 좀 너무한 거 아닌가?위층에 올라가자, 열린 문 안으로 바닥에 쓰러진 여자가 보인다이사한 첫날 밤, 위층 여자가 자살했다","미스테리한,긴장감있는,공포/스릴러,범죄스릴러물",https://webtoon.kakao.com/content/%EB%B0%B1%ED%95%A9-%ED%95%98%EC%9A%B0%EC%8A%A4/3465
데드맨31,kakaowebtoon,홍정훈,신월,드라마,시즌완결,월,35.6만,1.7만,30,0,3일마다 무료,"연인을 구하기 위해 악마와 계약한 대가는 연인과의 인연의 상실, 그리고 31일마다 찾아오는 파멸의 위기다죽음 조차 탈출구가 되지 못하는 그의 주변에서 연쇄살인사건이 일어나고 그 사건을 이용해 권력을 쟁취하려는 젊은 검사 최형림, 그리고 자신을 기억하지 못하는 연인 류하리와 얽히게 되는데","기발한,미스테리한,드라마,범죄스릴러물",https://webtoon.kakao.com/content/%EB%8D%B0%EB%93%9C%EB%A7%A831/2906
핸드메이드,kakaowebtoon,,냔,로맨스 판타지,완결,3일마다 무료,105.1만,4.5만,85,3,3일마다 무료,"대한민국, 89세의 할머니는 이승에서 천수를 누리고고통 없는 좋은 곳에서 편히 쉴 줄 알았지만?""빨리 일어나서 옷 챙겨 입고, 일해""열다섯 살, 윈스턴 자작가의 하녀로 회귀한 할미, 아니 하미뛰어난 손재주로 자작가 사람들 모두 그녀에게 입덕하는데잘생긴데다 잔망도 쩌는 도련님, 카시안이 괴롭혀 오지만정신은 89세인 하미의 눈에는 그저 손자같아 '오구오구' 귀여울 뿐그러던 중, 그녀는 한 점쟁이로부터 회귀의 비밀을 듣게 되는데실과 바늘만 있으면 뭐든 만들어 내는,먼치킨 하녀의 우당탕 핸드메이드 인생","웃기는,발랄한,로맨스판타지,회귀물",https://webtoon.kakao.com/content/%ED%95%B8%EB%93%9C%EB%A9%94%EC%9D%B4%EB%93%9C/2675
베이비 드래곤,kakaowebtoon,캣낫독,"소홍, 도파라",로맨스 판타지,완결,1일마다 무료,73.8만,3.7만,80,3,1일마다 무료,"19살 왕따 여고생 ‘나희주’의 기억을 갖고 다시 드래곤으로 환생한 ‘에일린 드 샤이아’처음으로 겪어 본 누구도 범접할 수 없는 강한 힘과 주변인들의 대가 없는 사랑과 친절이 너무 좋아 행복하기만 하다어떤 이는 그녀를 가지기 위해, 어떤 이는 그녀를 없애기 위해 필사의 노력을 기울이게 되는데","귀여운,발랄한,로맨스판타지,육아물",https://webtoon.kakao.com/content/%EB%B2%A0%EC%9D%B4%EB%B9%84-%EB%93%9C%EB%9E%98%EA%B3%A4/3383
천하제일 표사,kakaowebtoon,장담,류사,액션/무협,시즌완결,월,117.3만,3만,52,3,1일마다 무료,"어느 날 천하제일인이 사라졌다그리고 산골 소년 소운 앞에 나타난 노인치매에 걸려 자신을 기억 못하는데소운은 노인을 어릴 때 사라진 스승으로 알고정성스럽게 모시며 무공을 배운다그런데 육 년 후, 정신을 차리고 사라진 스승소운은 사라진 스승을 찾기 위해 풍천표국의 표사가 되고은혜를 베푼 소국주와 표국의 친구들과 뭉쳐서 천하제일 표국을 만들기 위한 대장정을 시작한다","발랄한,긴장감있는,액션/무협,로드무비",https://webtoon.kakao.com/content/%EC%B2%9C%ED%95%98%EC%A0%9C%EC%9D%BC-%ED%91%9C%EC%82%AC/2827
왜 하필 시누이죠?,kakaowebtoon,WS,김우츠,로맨스 판타지,완결,3일마다 무료,62.5만,3만,60,3,3일마다 무료,"""기대했던 악역의 최후를 보지도 못하고 절필하다뇨, 작가님""그것도 중요한 부분에서악역의 최후만을 기다렸는데 눈을 떠보니 내가 그 악역이라니?차라리 남주라던가, 엑스트라로 빙의를 하지이렇게 원작을 따라 최애인 여주를 괴롭힐 수 없어여주와 친하게 지내겠어하지만 이미 틀어진 사이를 어떻게 극복하지?나는 왜, 왜왜 하필 시누이죠?","몰입되는,따뜻한,로맨스판타지,빙의물",https://webtoon.kakao.com/content/%EC%99%9C-%ED%95%98%ED%95%84-%EC%8B%9C%EB%88%84%EC%9D%B4%EC%A3%A0/3118
